,日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
0,20220531,1301,極洋,プライム（内国株式）,50,水産・農林業,1,食品 ,7,TOPIX Small 2
1,20220531,1305,ダイワ上場投信－トピックス,ETF・ETN,-,-,-,-,-,-
2,20220531,1306,ＮＥＸＴ　ＦＵＮＤＳ　ＴＯＰＩＸ連動型上場投信,ETF・ETN,-,-,-,-,-,-
3,20220531,1308,上場インデックスファンドＴＯＰＩＸ,ETF・ETN,-,-,-,-,-,-
4,20220531,1309,ＮＥＸＴ　ＦＵＮＤＳ　ＣｈｉｎａＡＭＣ・中国株式・上証５０連動型上場投信,ETF・ETN,-,-,-,-,-,-
5,20220531,1311,ＮＥＸＴ　ＦＵＮＤＳ　ＴＯＰＩＸ　Ｃｏｒｅ　３０連動型上場投信,ETF・ETN,-,-,-,-,-,-
6,20220531,1312,ＮＥＸＴ　ＦＵＮＤＳ　ラッセル野村小型コア・インデックス連動型上場投信,ETF・ETN,-,-,-,-,-,-
7,20220531,1313,サムスンＫＯＤＥＸ２００証券上場指数投資信託［株式］,ETF・ETN,-,-,-,-,-,-
8,20220531,1319,ＮＥＸＴ　ＦＵＮＤＳ　日経３００株価指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
9,20220531,1320,ダイワ上場投信－日経２２５,ETF・ETN,-,-,-,-,-,-
10,20220531,1321,ＮＥＸＴ　ＦＵＮＤＳ　日経２２５連動型上場投信,ETF・ETN,-,-,-,-,-,-
11,20220531,1322,上場インデックスファンド中国Ａ株（パンダ）Ｅ　Ｆｕｎｄ　ＣＳＩ３００,ETF・ETN,-,-,-,-,-,-
12,20220531,1323,ＮＥＸＴ　ＦＵＮＤＳ　南アフリカ株式指数・ＦＴＳＥ／ＪＳＥ　Ａｆｒｉｃａ　Ｔｏｐ４０連動型上場投信,ETF・ETN,-,-,-,-,-,-
13,20220531,1324,ＮＥＸＴ　ＦＵＮＤＳ　ロシア株式指数・ＲＴＳ連動型上場投信,ETF・ETN,-,-,-,-,-,-
14,20220531,1325,ＮＥＸＴ　ＦＵＮＤＳ　ブラジル株式指数・ボベスパ連動型上場投信,ETF・ETN,-,-,-,-,-,-
15,20220531,1326,ＳＰＤＲゴールド・シェア,ETF・ETN,-,-,-,-,-,-
16,20220531,1328,ＮＥＸＴ　ＦＵＮＤＳ　金価格連動型上場投信,ETF・ETN,-,-,-,-,-,-
17,20220531,1329,ｉシェアーズ・コア　日経２２５　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
18,20220531,1330,上場インデックスファンド２２５,ETF・ETN,-,-,-,-,-,-
19,20220531,1332,日本水産,プライム（内国株式）,50,水産・農林業,1,食品 ,4,TOPIX Mid400
20,20220531,1333,マルハニチロ,プライム（内国株式）,50,水産・農林業,1,食品 ,4,TOPIX Mid400
21,20220531,1343,ＮＥＸＴ　ＦＵＮＤＳ　東証ＲＥＩＴ指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
22,20220531,1345,上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型,ETF・ETN,-,-,-,-,-,-
23,20220531,1346,ＭＡＸＩＳ　日経２２５上場投信,ETF・ETN,-,-,-,-,-,-
24,20220531,1348,ＭＡＸＩＳ　トピックス上場投信,ETF・ETN,-,-,-,-,-,-
25,20220531,1349,ＡＢＦ汎アジア債券インデックス・ファンド,ETF・ETN,-,-,-,-,-,-
26,20220531,1356,ＴＯＰＩＸベア２倍上場投信,ETF・ETN,-,-,-,-,-,-
27,20220531,1357,ＮＥＸＴ　ＦＵＮＤＳ　日経平均ダブルインバース・インデックス連動型上場投信,ETF・ETN,-,-,-,-,-,-
28,20220531,1358,上場インデックスファンド日経レバレッジ指数,ETF・ETN,-,-,-,-,-,-
29,20220531,1360,日経平均ベア２倍上場投信,ETF・ETN,-,-,-,-,-,-
30,20220531,1364,ｉシェアーズ　ＪＰＸ日経４００　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
31,20220531,1365,ダイワ上場投信－日経平均レバレッジ・インデックス,ETF・ETN,-,-,-,-,-,-
32,20220531,1366,ダイワ上場投信－日経平均ダブルインバース・インデックス,ETF・ETN,-,-,-,-,-,-
33,20220531,1367,ダイワ上場投信－ＴＯＰＩＸレバレッジ（２倍）指数,ETF・ETN,-,-,-,-,-,-
34,20220531,1368,ダイワ上場投信－ＴＯＰＩＸダブルインバース（－２倍）指数,ETF・ETN,-,-,-,-,-,-
35,20220531,1369,Ｏｎｅ　ＥＴＦ　日経２２５,ETF・ETN,-,-,-,-,-,-
36,20220531,1375,雪国まいたけ,プライム（内国株式）,50,水産・農林業,1,食品 ,6,TOPIX Small 1
37,20220531,1376,カネコ種苗,スタンダード（内国株式）,50,水産・農林業,1,食品 ,7,TOPIX Small 2
38,20220531,1377,サカタのタネ,プライム（内国株式）,50,水産・農林業,1,食品 ,6,TOPIX Small 1
39,20220531,1379,ホクト,プライム（内国株式）,50,水産・農林業,1,食品 ,6,TOPIX Small 1
40,20220531,1380,秋川牧園,スタンダード（内国株式）,50,水産・農林業,1,食品 ,-,-
41,20220531,1381,アクシーズ,スタンダード（内国株式）,50,水産・農林業,1,食品 ,-,-
42,20220531,1382,ホーブ,スタンダード（内国株式）,50,水産・農林業,1,食品 ,-,-
43,20220531,1383,ベルグアース,スタンダード（内国株式）,50,水産・農林業,1,食品 ,-,-
44,20220531,1384,ホクリヨウ,スタンダード（内国株式）,50,水産・農林業,1,食品 ,7,TOPIX Small 2
45,20220531,1385,ＵＢＳ　ＥＴＦ　ユーロ圏大型株５０（ユーロ・ストックス５０）,ETF・ETN,-,-,-,-,-,-
46,20220531,1386,ＵＢＳ　ＥＴＦ　欧州株（ＭＳＣＩヨーロッパ）,ETF・ETN,-,-,-,-,-,-
47,20220531,1387,ＵＢＳ　ＥＴＦ　ユーロ圏株（ＭＳＣＩ　ＥＭＵ）,ETF・ETN,-,-,-,-,-,-
48,20220531,1388,ＵＢＳ　ＥＴＦ　ユーロ圏小型株（ＭＳＣＩ　ＥＭＵ小型株）,ETF・ETN,-,-,-,-,-,-
49,20220531,1389,ＵＢＳ　ＥＴＦ　英国大型株１００（ＦＴＳＥ　１００）,ETF・ETN,-,-,-,-,-,-
50,20220531,1390,ＵＢＳ　ＥＴＦ　ＭＳＣＩアジア太平洋株（除く日本）,ETF・ETN,-,-,-,-,-,-
51,20220531,1391,ＵＢＳ　ＥＴＦ　スイス株（ＭＳＣＩスイス２０／３５）,ETF・ETN,-,-,-,-,-,-
52,20220531,1392,ＵＢＳ　ＥＴＦ　英国株（ＭＳＣＩ英国）,ETF・ETN,-,-,-,-,-,-
53,20220531,1393,ＵＢＳ　ＥＴＦ　米国株（ＭＳＣＩ米国）,ETF・ETN,-,-,-,-,-,-
54,20220531,1394,ＵＢＳ　ＥＴＦ　先進国株（ＭＳＣＩワールド）,ETF・ETN,-,-,-,-,-,-
55,20220531,1397,ＳＭＤＡＭ　日経２２５上場投信,ETF・ETN,-,-,-,-,-,-
56,20220531,1398,ＳＭＤＡＭ　東証ＲＥＩＴ指数上場投信,ETF・ETN,-,-,-,-,-,-
57,20220531,1399,上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ,ETF・ETN,-,-,-,-,-,-
58,20220531,1400,ルーデン・ホールディングス,グロース（内国株式）,2050,建設業,3,建設・資材 ,-,-
59,20220531,1401,エムビーエス,グロース（内国株式）,2050,建設業,3,建設・資材 ,-,-
60,20220531,1407,ウエストホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
61,20220531,1414,ショーボンドホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材 ,4,TOPIX Mid400
62,20220531,1417,ミライト・ホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材 ,4,TOPIX Mid400
63,20220531,1418,インターライフホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
64,20220531,1419,タマホーム,プライム（内国株式）,2050,建設業,3,建設・資材 ,6,TOPIX Small 1
65,20220531,1420,サンヨーホームズ,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
66,20220531,1429,日本アクア,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
67,20220531,1430,ファーストコーポレーション,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
68,20220531,1431,Ｌｉｂ　Ｗｏｒｋ,グロース（内国株式）,2050,建設業,3,建設・資材 ,-,-
69,20220531,1432,動力,PRO Market,2050,建設業,3,建設・資材 ,-,-
70,20220531,1433,ベステラ,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
71,20220531,1434,ＪＥＳＣＯホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
72,20220531,1435,Ｒｏｂｏｔ　Ｈｏｍｅ,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
73,20220531,1436,フィット,グロース（内国株式）,2050,建設業,3,建設・資材 ,-,-
74,20220531,1439,安江工務店,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
75,20220531,1440,やまぜんホームズ,PRO Market,2050,建設業,3,建設・資材 ,-,-
76,20220531,1443,技研ホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
77,20220531,1445,ひかりホールディングス,PRO Market,2050,建設業,3,建設・資材 ,-,-
78,20220531,1446,キャンディル,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
79,20220531,1447,ＩＴｂｏｏｋホールディングス,グロース（内国株式）,2050,建設業,3,建設・資材 ,-,-
80,20220531,1450,田中建設工業,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
81,20220531,1451,ＫＨＣ,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
82,20220531,1452,横浜ライト工業,PRO Market,2050,建設業,3,建設・資材 ,-,-
83,20220531,1456,ダイワ上場投信－日経平均インバース・インデックス,ETF・ETN,-,-,-,-,-,-
84,20220531,1457,ダイワ上場投信－ＴＯＰＩＸインバース（－１倍）指数,ETF・ETN,-,-,-,-,-,-
85,20220531,1458,楽天ＥＴＦ‐日経レバレッジ指数連動型,ETF・ETN,-,-,-,-,-,-
86,20220531,1459,楽天ＥＴＦ‐日経ダブルインバース指数連動型,ETF・ETN,-,-,-,-,-,-
87,20220531,1464,ダイワ上場投信－ＪＰＸ日経４００レバレッジ・インデックス,ETF・ETN,-,-,-,-,-,-
88,20220531,1465,ダイワ上場投信－ＪＰＸ日経４００インバース・インデックス,ETF・ETN,-,-,-,-,-,-
89,20220531,1466,ダイワ上場投信－ＪＰＸ日経４００ダブルインバース・インデックス,ETF・ETN,-,-,-,-,-,-
90,20220531,1467,ＪＰＸ日経４００ブル２倍上場投信（レバレッジ）,ETF・ETN,-,-,-,-,-,-
91,20220531,1468,ＪＰＸ日経４００ベア上場投信（インバース）,ETF・ETN,-,-,-,-,-,-
92,20220531,1469,ＪＰＸ日経４００ベア２倍上場投信（ダブルインバース）,ETF・ETN,-,-,-,-,-,-
93,20220531,1472,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日経４００ダブルインバース・インデックス連動型上場投信,ETF・ETN,-,-,-,-,-,-
94,20220531,1473,Ｏｎｅ　ＥＴＦ　トピックス,ETF・ETN,-,-,-,-,-,-
95,20220531,1474,Ｏｎｅ　ＥＴＦ　ＪＰＸ日経４００,ETF・ETN,-,-,-,-,-,-
96,20220531,1475,ｉシェアーズ・コア　ＴＯＰＩＸ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
97,20220531,1476,ｉシェアーズ・コア　Ｊリート　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
98,20220531,1477,ｉシェアーズ　ＭＳＣＩ　日本株最小分散　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
99,20220531,1478,ｉシェアーズ　ＭＳＣＩ　ジャパン高配当利回り　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
100,20220531,1479,ダイワ上場投信－ＭＳＣＩ日本株人材設備投資指数,ETF・ETN,-,-,-,-,-,-
101,20220531,1480,ＮＥＸＴ　ＦＵＮＤＳ　野村企業価値分配指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
102,20220531,1481,上場インデックスファンド日本経済貢献株,ETF・ETN,-,-,-,-,-,-
103,20220531,1482,ｉシェアーズ・コア　米国債７－１０年　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
104,20220531,1483,ｉシェアーズ　ＪＰＸ／Ｓ＆Ｐ設備・人材投資　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
105,20220531,1484,Ｏｎｅ　ＥＴＦ　ＪＰＸ／Ｓ＆Ｐ　設備・人材投資指数,ETF・ETN,-,-,-,-,-,-
106,20220531,1485,ＭＡＸＩＳ　ＪＡＰＡＮ　設備・人材積極投資企業２００上場投信,ETF・ETN,-,-,-,-,-,-
107,20220531,1486,上場インデックスファンド米国債券（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
108,20220531,1487,上場インデックスファンド米国債券（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
109,20220531,1488,ダイワ上場投信－東証ＲＥＩＴ指数,ETF・ETN,-,-,-,-,-,-
110,20220531,1489,ＮＥＸＴ　ＦＵＮＤＳ　日経平均高配当株５０指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
111,20220531,1490,上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ（βヘッジ）,ETF・ETN,-,-,-,-,-,-
112,20220531,1491,中外鉱業,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 ,-,-
113,20220531,1492,ＭＡＸＩＳ　ＪＰＸ　日経中小型株指数上場投信,ETF・ETN,-,-,-,-,-,-
114,20220531,1493,Ｏｎｅ　ＥＴＦ　ＪＰＸ日経中小型,ETF・ETN,-,-,-,-,-,-
115,20220531,1494,Ｏｎｅ　ＥＴＦ　高配当日本株,ETF・ETN,-,-,-,-,-,-
116,20220531,1495,上場インデックスファンドアジアリート,ETF・ETN,-,-,-,-,-,-
117,20220531,1496,ｉシェアーズ　米ドル建て投資適格社債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
118,20220531,1497,ｉシェアーズ　米ドル建てハイイールド社債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
119,20220531,1498,Ｏｎｅ　ＥＴＦ　ＥＳＧ,ETF・ETN,-,-,-,-,-,-
120,20220531,1499,ＭＡＸＩＳ日本株高配当７０マーケットニュートラル上場投信,ETF・ETN,-,-,-,-,-,-
121,20220531,1514,住石ホールディングス,スタンダード（内国株式）,1050,鉱業,2,エネルギー資源 ,7,TOPIX Small 2
122,20220531,1515,日鉄鉱業,プライム（内国株式）,1050,鉱業,2,エネルギー資源 ,7,TOPIX Small 2
123,20220531,1518,三井松島ホールディングス,プライム（内国株式）,1050,鉱業,2,エネルギー資源 ,7,TOPIX Small 2
124,20220531,1540,純金上場信託（現物国内保管型）,ETF・ETN,-,-,-,-,-,-
125,20220531,1541,純プラチナ上場信託（現物国内保管型）,ETF・ETN,-,-,-,-,-,-
126,20220531,1542,純銀上場信託（現物国内保管型）,ETF・ETN,-,-,-,-,-,-
127,20220531,1543,純パラジウム上場信託（現物国内保管型）,ETF・ETN,-,-,-,-,-,-
128,20220531,1545,ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
129,20220531,1546,ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
130,20220531,1547,上場インデックスファンド米国株式（Ｓ＆Ｐ５００）,ETF・ETN,-,-,-,-,-,-
131,20220531,1550,ＭＡＸＩＳ　海外株式（ＭＳＣＩコクサイ）上場投信,ETF・ETN,-,-,-,-,-,-
132,20220531,1551,ＪＡＳＤＡＱ－ＴＯＰ２０上場投信,ETF・ETN,-,-,-,-,-,-
133,20220531,1552,国際のＥＴＦ　ＶＩＸ短期先物指数,ETF・ETN,-,-,-,-,-,-
134,20220531,1554,上場インデックスファンド世界株式（ＭＳＣＩ　ＡＣＷＩ）除く日本,ETF・ETN,-,-,-,-,-,-
135,20220531,1555,上場インデックスファンド豪州リート（Ｓ＆Ｐ／ＡＳＸ２００　Ａ‐ＲＥＩＴ）,ETF・ETN,-,-,-,-,-,-
136,20220531,1557,ＳＰＤＲ　Ｓ＆Ｐ５００　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
137,20220531,1559,ＮＥＸＴ　ＦＵＮＤＳ　タイ株式ＳＥＴ５０指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
138,20220531,1560,ＮＥＸＴ　ＦＵＮＤＳ　ＦＴＳＥブルサ・マレーシアＫＬＣＩ連動型上場投信,ETF・ETN,-,-,-,-,-,-
139,20220531,1563,マザーズ・コア上場投信,ETF・ETN,-,-,-,-,-,-
140,20220531,1566,上場インデックスファンド新興国債券,ETF・ETN,-,-,-,-,-,-
141,20220531,1568,ＴＯＰＩＸブル２倍上場投信,ETF・ETN,-,-,-,-,-,-
142,20220531,1569,ＴＯＰＩＸベア上場投信,ETF・ETN,-,-,-,-,-,-
143,20220531,1570,ＮＥＸＴ　ＦＵＮＤＳ　日経平均レバレッジ・インデックス連動型上場投信,ETF・ETN,-,-,-,-,-,-
144,20220531,1571,ＮＥＸＴ　ＦＵＮＤＳ　日経平均インバース・インデックス連動型上場投信,ETF・ETN,-,-,-,-,-,-
145,20220531,1572,中国Ｈ株ブル２倍上場投信,ETF・ETN,-,-,-,-,-,-
146,20220531,1573,中国Ｈ株ベア上場投信,ETF・ETN,-,-,-,-,-,-
147,20220531,1575,ＣｈｉｎａＡＭＣ　ＣＳＩ　３００　Ｉｎｄｅｘ　ＥＴＦ－ＪＤＲ,ETF・ETN,-,-,-,-,-,-
148,20220531,1577,ＮＥＸＴ　ＦＵＮＤＳ　野村日本株高配当７０連動型上場投信,ETF・ETN,-,-,-,-,-,-
149,20220531,1578,上場インデックスファンド日経２２５（ミニ）,ETF・ETN,-,-,-,-,-,-
150,20220531,1579,日経平均ブル２倍上場投信,ETF・ETN,-,-,-,-,-,-
151,20220531,1580,日経平均ベア上場投信,ETF・ETN,-,-,-,-,-,-
152,20220531,1584,サムスンＫＯＤＥＸサムスングループ株証券上場指数投資信託［株式］,ETF・ETN,-,-,-,-,-,-
153,20220531,1585,ダイワ上場投信・ＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,ETF・ETN,-,-,-,-,-,-
154,20220531,1586,上場インデックスファンドＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,ETF・ETN,-,-,-,-,-,-
155,20220531,1591,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日経インデックス４００連動型上場投信,ETF・ETN,-,-,-,-,-,-
156,20220531,1592,上場インデックスファンドＪＰＸ日経インデックス４００,ETF・ETN,-,-,-,-,-,-
157,20220531,1593,ＭＡＸＩＳ　ＪＰＸ日経インデックス４００上場投信,ETF・ETN,-,-,-,-,-,-
158,20220531,1595,ＮＺＡＭ　上場投信　東証ＲＥＩＴ指数,ETF・ETN,-,-,-,-,-,-
159,20220531,1596,ＮＺＡＭ　上場投信　ＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,ETF・ETN,-,-,-,-,-,-
160,20220531,1597,ＭＡＸＩＳ　Ｊリート上場投信,ETF・ETN,-,-,-,-,-,-
161,20220531,1599,ダイワ上場投信－ＪＰＸ日経４００,ETF・ETN,-,-,-,-,-,-
162,20220531,1605,ＩＮＰＥＸ,プライム（内国株式）,1050,鉱業,2,エネルギー資源 ,4,TOPIX Mid400
163,20220531,1615,ＮＥＸＴ　ＦＵＮＤＳ　東証銀行業株価指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
164,20220531,1617,ＮＥＸＴ　ＦＵＮＤＳ　食品（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
165,20220531,1618,ＮＥＸＴ　ＦＵＮＤＳ　エネルギー資源（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
166,20220531,1619,ＮＥＸＴ　ＦＵＮＤＳ　建設・資材（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
167,20220531,1620,ＮＥＸＴ　ＦＵＮＤＳ　素材・化学（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
168,20220531,1621,ＮＥＸＴ　ＦＵＮＤＳ　医薬品（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
169,20220531,1622,ＮＥＸＴ　ＦＵＮＤＳ　自動車・輸送機（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
170,20220531,1623,ＮＥＸＴ　ＦＵＮＤＳ　鉄鋼・非鉄（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
171,20220531,1624,ＮＥＸＴ　ＦＵＮＤＳ　機械（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
172,20220531,1625,ＮＥＸＴ　ＦＵＮＤＳ　電機・精密（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
173,20220531,1626,ＮＥＸＴ　ＦＵＮＤＳ　情報通信・サービスその他（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
174,20220531,1627,ＮＥＸＴ　ＦＵＮＤＳ　電力・ガス（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
175,20220531,1628,ＮＥＸＴ　ＦＵＮＤＳ　運輸・物流（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
176,20220531,1629,ＮＥＸＴ　ＦＵＮＤＳ　商社・卸売（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
177,20220531,1630,ＮＥＸＴ　ＦＵＮＤＳ　小売（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
178,20220531,1631,ＮＥＸＴ　ＦＵＮＤＳ　銀行（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
179,20220531,1632,ＮＥＸＴ　ＦＵＮＤＳ　金融（除く銀行）（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
180,20220531,1633,ＮＥＸＴ　ＦＵＮＤＳ　不動産（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,-,-,-,-,-,-
181,20220531,1651,ダイワ上場投信－ＴＯＰＩＸ高配当４０指数,ETF・ETN,-,-,-,-,-,-
182,20220531,1652,ダイワ上場投信－ＭＳＣＩ日本株女性活躍指数（ＷＩＮ）,ETF・ETN,-,-,-,-,-,-
183,20220531,1653,ダイワ上場投信－ＭＳＣＩジャパンＥＳＧセレクト・リーダーズ指数,ETF・ETN,-,-,-,-,-,-
184,20220531,1654,ダイワ上場投信－ＦＴＳＥ　Ｂｌｏｓｓｏｍ　Ｊａｐａｎ　Ｉｎｄｅｘ,ETF・ETN,-,-,-,-,-,-
185,20220531,1655,ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
186,20220531,1656,ｉシェアーズ・コア　米国債７－１０年　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
187,20220531,1657,ｉシェアーズ・コア　ＭＳＣＩ　先進国株（除く日本）　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
188,20220531,1658,ｉシェアーズ・コア　ＭＳＣＩ　新興国株　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
189,20220531,1659,ｉシェアーズ　米国リート　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
190,20220531,1660,ＭＡＸＩＳ高利回りＪリート上場投信,ETF・ETN,-,-,-,-,-,-
191,20220531,1662,石油資源開発,プライム（内国株式）,1050,鉱業,2,エネルギー資源 ,6,TOPIX Small 1
192,20220531,1663,Ｋ＆Ｏエナジーグループ,プライム（内国株式）,1050,鉱業,2,エネルギー資源 ,7,TOPIX Small 2
193,20220531,1671,ＷＴＩ原油価格連動型上場投信,ETF・ETN,-,-,-,-,-,-
194,20220531,1672,ＷｉｓｄｏｍＴｒｅｅ　金上場投資信託,ETF・ETN,-,-,-,-,-,-
195,20220531,1673,ＷｉｓｄｏｍＴｒｅｅ　銀上場投資信託,ETF・ETN,-,-,-,-,-,-
196,20220531,1674,ＷｉｓｄｏｍＴｒｅｅ　白金上場投資信託,ETF・ETN,-,-,-,-,-,-
197,20220531,1675,ＷｉｓｄｏｍＴｒｅｅ　パラジウム上場投資信託,ETF・ETN,-,-,-,-,-,-
198,20220531,1676,ＷｉｓｄｏｍＴｒｅｅ　貴金属バスケット上場投資信託,ETF・ETN,-,-,-,-,-,-
199,20220531,1677,上場インデックスファンド海外債券（ＦＴＳＥ　ＷＧＢＩ）毎月分配型,ETF・ETN,-,-,-,-,-,-
200,20220531,1678,ＮＥＸＴ　ＦＵＮＤＳ　インド株式指数・Ｎｉｆｔｙ　５０連動型上場投信,ETF・ETN,-,-,-,-,-,-
201,20220531,1679,Ｓｉｍｐｌｅ－Ｘ　ＮＹダウ・ジョーンズ・インデックス上場投信,ETF・ETN,-,-,-,-,-,-
202,20220531,1680,上場インデックスファンド海外先進国株式（ＭＳＣＩ－ＫＯＫＵＳＡＩ）,ETF・ETN,-,-,-,-,-,-
203,20220531,1681,上場インデックスファンド海外新興国株式（ＭＳＣＩエマージング）,ETF・ETN,-,-,-,-,-,-
204,20220531,1682,ＮＥＸＴ　ＦＵＮＤＳ　日経・ＪＰＸ白金指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
205,20220531,1684,ＷｉｓｄｏｍＴｒｅｅ　ブロード上場投資信託,ETF・ETN,-,-,-,-,-,-
206,20220531,1685,ＷｉｓｄｏｍＴｒｅｅ　エネルギー上場投資信託,ETF・ETN,-,-,-,-,-,-
207,20220531,1686,ＷｉｓｄｏｍＴｒｅｅ　産業用金属上場投資信託,ETF・ETN,-,-,-,-,-,-
208,20220531,1687,ＷｉｓｄｏｍＴｒｅｅ　農産物上場投資信託,ETF・ETN,-,-,-,-,-,-
209,20220531,1688,ＷｉｓｄｏｍＴｒｅｅ　穀物上場投資信託,ETF・ETN,-,-,-,-,-,-
210,20220531,1689,ＷｉｓｄｏｍＴｒｅｅ　天然ガス上場投資信託,ETF・ETN,-,-,-,-,-,-
211,20220531,1690,ＷｉｓｄｏｍＴｒｅｅ　ＷＴＩ　原油上場投資信託,ETF・ETN,-,-,-,-,-,-
212,20220531,1691,ＷｉｓｄｏｍＴｒｅｅ　ガソリン上場投資信託,ETF・ETN,-,-,-,-,-,-
213,20220531,1692,ＷｉｓｄｏｍＴｒｅｅ　アルミニウム上場投資信託,ETF・ETN,-,-,-,-,-,-
214,20220531,1693,ＷｉｓｄｏｍＴｒｅｅ　銅上場投資信託,ETF・ETN,-,-,-,-,-,-
215,20220531,1694,ＷｉｓｄｏｍＴｒｅｅ　ニッケル上場投資信託,ETF・ETN,-,-,-,-,-,-
216,20220531,1695,ＷｉｓｄｏｍＴｒｅｅ　小麦上場投資信託,ETF・ETN,-,-,-,-,-,-
217,20220531,1696,ＷｉｓｄｏｍＴｒｅｅ　とうもろこし上場投資信託,ETF・ETN,-,-,-,-,-,-
218,20220531,1697,ＷｉｓｄｏｍＴｒｅｅ　大豆上場投資信託,ETF・ETN,-,-,-,-,-,-
